canonical_well_id,parameter_canonical,mann_kendall_z,mann_kendall_p,snr,soft_trigger_met,trend_classification,n_measurements,time_span_years,notes
מק_חולון_12,ALUMINUM,,,0.0,0,DECREASING,1,5.0,Low measurement count
מק_חולון_12,BARIUM AS BA,,,0.0,0,NONE,1,5.0,Low measurement count
מק_חולון_12,BICARBONATE AS HCO3,,,0.0,0,STABLE,1,5.0,Low measurement count
מק_חולון_12,CALCIUM AS CA,,,0.0,0,NONE,1,5.0,Low measurement count
מק_חולון_12,CHLORIDE AS CL,2.20454,0.0274863,1.27078,0,INCREASING,5,5.0,
מק_חולון_12,CHROMIUM AS CR,,,0.0,0,STABLE,1,5.0,Low measurement count
מק_חולון_12,COPPER AS CU,,,0.0,0,STABLE,1,5.0,Low measurement count
מק_חולון_12,FIELD ELECTRICAL CONDUCTIVITY,0.0,1.0,1.06682,0,STABLE,4,5.0,Low measurement count
מק_חולון_12,FIELD TURBIDITY,0.84763,0.396644,0.314721,0,STABLE,46,5.0,
מק_חולון_12,IRON TOTAL AS FE,,,0.0,0,STABLE,1,5.0,Low measurement count
מק_חולון_12,Lab EC comp to 25 C DEGR,1.71464,0.0864107,1.39952,0,INCREASING,5,5.0,
מק_חולון_12,MAGNESIUM AS MG,,,0.0,0,NONE,1,5.0,Low measurement count
מק_חולון_12,MANGANESE TOTAL AS MN,,,0.0,0,NONE,1,5.0,Low measurement count
מק_חולון_12,NITRATE AS NO3,1.30558,0.191695,1.39272,0,STABLE,5,5.0,
מק_חולון_12,PH MEASURED  IN FIELD,-0.734847,0.462433,0.785191,0,STABLE,5,5.0,
מק_חולון_12,POTASSIUM AS K,,,0.0,0,NONE,1,5.0,Low measurement count
מק_חולון_12,SODIUM AS NA,,,0.0,0,NONE,1,5.0,Low measurement count
מק_חולון_12,SULFATE AS SO4,,,0.0,0,NONE,1,5.0,Low measurement count
מק_חולון_12,TEMPERATURE CENTIGRADE,-0.339683,0.734095,0.911732,0,STABLE,4,5.0,Low measurement count
מק_חולון_12,TOT.COLIF.MF PROCED,0.192524,0.847331,0.333333,0,STABLE,36,5.0,
מק_חולון_12,TOTAL ORGANIC CARBON,0.288675,0.77283,0.30429,0,STABLE,5,5.0,
מק_חולון_12,UV ABSORB AT 254 NM,-0.353553,0.723674,1.11803,0,STABLE,5,5.0,
מק_חולון_12,ZINC AS ZN,,,0.0,0,DECREASING,1,5.0,Low measurement count
מק_חולון_14,ALUMINUM,,,0.0,0,DECREASING,1,5.0,Low measurement count
מק_חולון_14,ARSENIC AS AS,,,0.0,0,INCREASING,1,5.0,Low measurement count
מק_חולון_14,BARIUM AS BA,,,0.0,0,STABLE,1,5.0,Low measurement count
מק_חולון_14,CALCIUM AS CA,,,0.0,0,INCREASING,1,5.0,Low measurement count
מק_חולון_14,CARBON TETRACHLORIDE,-3.19652,0.00139095,1.0974,0,DECREASING,16,5.0,
מק_חולון_14,CHLORIDE AS CL,0.0,1.0,0.0,0,NONE,7,5.0,
מק_חולון_14,CHROMIUM AS CR,,,0.0,0,STABLE,1,5.0,Low measurement count
מק_חולון_14,COPPER AS CU,,,0.0,0,STABLE,1,5.0,Low measurement count
מק_חולון_14,"DICHLOROETHYLENE 1,1",-0.844389,0.398452,0.558236,0,STABLE,15,5.0,
מק_חולון_14,DICHLOROMETHANE,,,0.0,0,NONE,6,5.0,
מק_חולון_14,FIELD ELECTRICAL CONDUCTIVITY,0.244949,0.806496,0.5398,0,STABLE,5,5.0,
מק_חולון_14,FIELD TURBIDITY,1.98414,0.04724,0.344788,0,INCREASING,61,5.0,
מק_חולון_14,IRON TOTAL AS FE,,,0.0,0,STABLE,1,5.0,Low measurement count
מק_חולון_14,Lab EC comp to 25 C DEGR,0.0,1.0,0.136738,0,NONE,6,5.0,
מק_חולון_14,MAGNESIUM AS MG,,,0.0,0,INCREASING,1,5.0,Low measurement count
מק_חולון_14,NICKEL AS NI,,,0.0,0,STABLE,1,5.0,Low measurement count
מק_חולון_14,NITRATE AS NO3,1.90532,0.0567382,1.24352,0,INCREASING,7,5.0,
מק_חולון_14,PH MEASURED  IN FIELD,-1.51587,0.129551,1.59364,0,STABLE,5,5.0,
מק_חולון_14,POTASSIUM AS K,,,0.0,0,STABLE,1,5.0,Low measurement count
מק_חולון_14,SODIUM AS NA,,,0.0,0,NONE,1,5.0,Low measurement count
מק_חולון_14,TEMPERATURE CENTIGRADE,-1.22474,0.220671,1.55526,0,STABLE,5,5.0,
מק_חולון_14,TETRACHLORO ETHYLENE,,,0.0,0,STABLE,2,5.0,Low measurement count
מק_חולון_14,TOLUENE,,,0.0,0,STABLE,2,5.0,Low measurement count
מק_חולון_14,TOT.COLIF.MF PROCED,0.794206,0.427076,0.0,0,NONE,36,5.0,
מק_חולון_14,TOTAL ORGANIC CARBON,1.23334,0.217449,1.42566,0,STABLE,6,5.0,
מק_חולון_14,TRICHLORO ETHYLENE,-0.769683,0.441488,0.690279,0,STABLE,19,5.0,
מק_חולון_14,UV ABSORB AT 254 NM,-0.779484,0.435695,0.285133,0,NONE,6,5.0,
מק_חולון_14,XYLENE,,,0.0,0,STABLE,2,5.0,Low measurement count
מק_חולון_14,ZINC AS ZN,,,0.0,0,NONE,1,5.0,Low measurement count
מק_חולון_23,CHLORIDE AS CL,,,0.0,0,STABLE,1,5.0,Low measurement count
מק_חולון_23,FIELD ELECTRICAL CONDUCTIVITY,,,0.0,0,STABLE,1,5.0,Low measurement count
מק_חולון_23,FIELD TURBIDITY,1.01905,0.30818,1.58505,0,STABLE,4,5.0,Low measurement count
מק_חולון_23,Lab EC comp to 25 C DEGR,,,0.0,0,STABLE,1,5.0,Low measurement count
מק_חולון_23,NITRATE AS NO3,,,0.0,0,STABLE,1,5.0,Low measurement count
מק_חולון_23,PH MEASURED  IN FIELD,,,0.0,0,NONE,1,5.0,Low measurement count
מק_חולון_23,TOTAL ORGANIC CARBON,,,0.0,0,NONE,1,5.0,Low measurement count
נד_אגד_אזור_1, MTBE,0.838628,0.401678,0.238009,0,NONE,9,5.0,
נד_אגד_אזור_1,BENZENE,0.838628,0.401678,0.65774,0,STABLE,9,5.0,
נד_אגד_אזור_1,DISSOLVED OXYGEN AS O2,-1.64089,0.10082,1.02084,0,STABLE,10,5.0,
נד_אגד_אזור_1,ETHYL BENZENE,-0.628971,0.529368,0.172708,0,NONE,9,5.0,
נד_אגד_אזור_1,FIELD ELECTRICAL CONDUCTIVITY,-1.98367,0.0472923,0.894845,0,DECREASING,10,5.0,
נד_אגד_אזור_1,PH MEASURED  IN FIELD,2.70501,0.00683026,1.31432,0,INCREASING,10,5.0,
נד_אגד_אזור_1,TEMPERATURE CENTIGRADE,0.521286,0.602168,0.968305,0,STABLE,9,5.0,
נד_אגד_אזור_1,TOLUENE,2.09657,0.0360317,1.04336,0,INCREASING,9,5.0,
נד_אגד_אזור_1,TURBIDITY NTU,1.62301,0.104588,0.760449,0,STABLE,10,5.0,
נד_אגד_אזור_1,XYLENE,1.25794,0.208413,0.887554,0,STABLE,9,5.0,
נד_אגד_אזור_10, MTBE,0.759555,0.447521,1.19327,0,STABLE,7,5.0,
נד_אגד_אזור_10,BENZENE,-2.63878,0.00832051,1.53269,0,DECREASING,8,5.0,
נד_אגד_אזור_10,DISSOLVED OXYGEN AS O2,-0.748054,0.454427,0.209888,0,NONE,8,5.0,
נד_אגד_אזור_10,ETHYL BENZENE,-1.99481,0.0460634,1.75645,0,DECREASING,8,5.0,
נד_אגד_אזור_10,FIELD ELECTRICAL CONDUCTIVITY,-1.74546,0.0809048,1.06821,0,DECREASING,8,5.0,
נד_אגד_אזור_10,PH MEASURED  IN FIELD,0.628281,0.52982,0.960759,0,STABLE,8,5.0,
נד_אגד_אזור_10,REDOX,0.997406,0.318567,1.02979,0,STABLE,8,5.0,
נד_אגד_אזור_10,TEMPERATURE CENTIGRADE,-1.22956,0.218863,0.471016,0,STABLE,7,5.0,
נד_אגד_אזור_10,TOLUENE,-1.66905,0.0951083,0.885727,0,STABLE,8,5.0,
נד_אגד_אזור_10,TURBIDITY NTU,-1.74546,0.0809048,1.2555,0,DECREASING,8,5.0,
נד_אגד_אזור_10,XYLENE,-0.997406,0.318567,0.933239,0,STABLE,8,5.0,
נד_אגד_אזור_11, MTBE,0.0,1.0,0.396166,0,STABLE,7,5.0,
נד_אגד_אזור_11,BENZENE,-1.3672,0.171563,0.953832,0,STABLE,7,5.0,
נד_אגד_אזור_11,DISSOLVED OXYGEN AS O2,-0.901127,0.367521,0.409992,0,STABLE,7,5.0,
נד_אגד_אזור_11,ETHYL BENZENE,-1.00466,0.31506,0.876645,0,STABLE,7,5.0,
נד_אגד_אזור_11,FIELD ELECTRICAL CONDUCTIVITY,-1.2015,0.229556,0.556249,0,STABLE,7,5.0,
נד_אגד_אזור_11,PH MEASURED  IN FIELD,-0.151911,0.879257,0.690693,0,STABLE,7,5.0,
נד_אגד_אזור_11,REDOX,0.0,1.0,0.25413,0,NONE,7,5.0,
נד_אגד_אזור_11,TEMPERATURE CENTIGRADE,0.0,1.0,0.184552,0,NONE,7,5.0,
נד_אגד_אזור_11,TOLUENE,-0.784063,0.433003,0.530564,0,STABLE,7,5.0,
נד_אגד_אזור_11,TURBIDITY NTU,0.0,1.0,0.0214706,0,NONE,7,5.0,
נד_אגד_אזור_11,XYLENE,-1.22956,0.218863,0.882514,0,STABLE,7,5.0,
נד_אגד_אזור_12, MTBE,0.600751,0.548006,0.454375,0,STABLE,7,5.0,
נד_אגד_אזור_12,BENZENE,0.0,1.0,0.0481334,0,NONE,7,5.0,
נד_אגד_אזור_12,DISSOLVED OXYGEN AS O2,-0.901127,0.367521,0.44166,0,STABLE,7,5.0,
נד_אגד_אזור_12,ETHYL BENZENE,0.901127,0.367521,1.27886,0,STABLE,7,5.0,
נד_אגד_אזור_12,FIELD ELECTRICAL CONDUCTIVITY,-0.455733,0.648582,0.289521,0,NONE,7,5.0,
נד_אגד_אזור_12,PH MEASURED  IN FIELD,0.0,1.0,0.0812871,0,NONE,7,5.0,
נד_אגד_אזור_12,REDOX,-0.300376,0.763891,0.0448448,0,NONE,7,5.0,
נד_אגד_אזור_12,TEMPERATURE CENTIGRADE,-0.375735,0.707114,0.187381,0,NONE,6,5.0,
נד_אגד_אזור_12,TOLUENE,0.0,1.0,0.465566,0,STABLE,7,5.0,
נד_אגד_אזור_12,TURBIDITY NTU,0.300376,0.763891,0.497197,0,STABLE,7,5.0,
נד_אגד_אזור_12,XYLENE,0.0,1.0,0.104773,0,NONE,7,5.0,
נד_אגד_אזור_13, MTBE,-1.80225,0.0715054,1.15934,0,DECREASING,7,5.0,
נד_אגד_אזור_13,BENZENE,-1.85577,0.0634865,0.985052,0,STABLE,8,5.0,
נד_אגד_אזור_13,DISSOLVED OXYGEN AS O2,-1.13091,0.258095,0.977541,0,STABLE,8,5.0,
נד_אגד_אזור_13,ETHYL BENZENE,-2.13615,0.0326668,1.01716,0,DECREASING,8,5.0,
נד_אגד_אזור_13,FIELD ELECTRICAL CONDUCTIVITY,1.24676,0.212486,1.05689,0,STABLE,8,5.0,
נד_אגד_אזור_13,PH MEASURED  IN FIELD,0.498703,0.617989,0.501142,0,STABLE,8,5.0,
נד_אגד_אזור_13,REDOX,1.49611,0.134625,1.16662,0,STABLE,8,5.0,
נד_אגד_אזור_13,TEMPERATURE CENTIGRADE,-0.759555,0.447521,0.555562,0,STABLE,7,5.0,
נד_אגד_אזור_13,TOLUENE,-1.41227,0.157871,0.554308,0,STABLE,8,5.0,
נד_אגד_אזור_13,TURBIDITY NTU,1.67102,0.0947177,0.818502,0,STABLE,7,5.0,
נד_אגד_אזור_13,XYLENE,-1.74546,0.0809048,0.778421,0,STABLE,8,5.0,
נד_אגד_אזור_14, MTBE,-1.97484,0.0482861,1.43741,0,DECREASING,7,5.0,
נד_אגד_אזור_14,BENZENE,-1.3672,0.171563,1.76787,0,STABLE,7,5.0,
נד_אגד_אזור_14,DISSOLVED OXYGEN AS O2,-1.2015,0.229556,0.785116,0,STABLE,7,5.0,
נד_אגד_אזור_14,ETHYL BENZENE,-1.3672,0.171563,0.946011,0,STABLE,7,5.0,
נד_אגד_אזור_14,FIELD ELECTRICAL CONDUCTIVITY,0.0,1.0,0.401382,0,STABLE,7,5.0,
נד_אגד_אזור_14,PH MEASURED  IN FIELD,-0.455733,0.648582,1.02291,0,STABLE,7,5.0,
נד_אגד_אזור_14,REDOX,1.50188,0.133128,1.14886,0,STABLE,7,5.0,
נד_אגד_אזור_14,TEMPERATURE CENTIGRADE,-0.751469,0.45237,0.486191,0,STABLE,6,5.0,
נד_אגד_אזור_14,TOLUENE,-1.67102,0.0947177,1.2825,0,DECREASING,7,5.0,
נד_אגד_אזור_14,TURBIDITY NTU,0.901127,0.367521,0.278484,0,NONE,7,5.0,
נד_אגד_אזור_14,XYLENE,-1.67102,0.0947177,1.63473,0,DECREASING,7,5.0,
נד_אגד_אזור_2, MTBE,-1.24676,0.212486,1.17269,0,STABLE,8,5.0,
נד_אגד_אזור_2,BENZENE,-2.20416,0.0275134,0.553484,0,DECREASING,9,5.0,
נד_אגד_אזור_2,DISSOLVED OXYGEN AS O2,-0.316228,0.75183,0.944337,0,STABLE,9,5.0,
נד_אגד_אזור_2,ETHYL BENZENE,-2.67516,0.00746933,1.00768,0,DECREASING,9,5.0,
נד_אגד_אזור_2,FIELD ELECTRICAL CONDUCTIVITY,-0.105409,0.916051,0.0602039,0,NONE,9,5.0,
נד_אגד_אזור_2,PH MEASURED  IN FIELD,1.79196,0.0731398,0.851943,0,STABLE,9,5.0,
נד_אגד_אזור_2,REDOX,-0.948683,0.342782,1.08976,0,STABLE,9,5.0,
נד_אגד_אזור_2,TEMPERATURE CENTIGRADE,-0.997406,0.318567,0.0292592,0,NONE,8,5.0,
נד_אגד_אזור_2,TOLUENE,-1.88691,0.0591721,1.18954,0,DECREASING,9,5.0,
נד_אגד_אזור_2,TURBIDITY NTU,-2.84605,0.00442653,1.81226,0,DECREASING,9,5.0,
נד_אגד_אזור_2,XYLENE,-2.09657,0.0360317,0.918093,0,DECREASING,9,5.0,
נד_אגד_אזור_3, MTBE,-2.51588,0.0118734,1.40642,0,DECREASING,9,5.0,
נד_אגד_אזור_3,BENZENE,-1.88691,0.0591721,1.09746,0,DECREASING,9,5.0,
נד_אגד_אזור_3,DISSOLVED OXYGEN AS O2,-1.26234,0.206827,0.640726,0,STABLE,10,5.0,
נד_אגד_אזור_3,ETHYL BENZENE,-3.07282,0.00212049,1.11589,0,DECREASING,10,5.0,
נד_אגד_אזור_3,FIELD ELECTRICAL CONDUCTIVITY,-2.28854,0.0221059,1.83346,0,DECREASING,10,5.0,
נד_אגד_אזור_3,PH MEASURED  IN FIELD,1.80334,0.0713349,1.01929,0,INCREASING,10,5.0,
נד_אגד_אזור_3,REDOX,1.98367,0.0472923,1.02291,0,INCREASING,10,5.0,
נד_אגד_אזור_3,TEMPERATURE CENTIGRADE,-0.7298,0.465512,0.134235,0,NONE,9,5.0,
נד_אגד_אזור_3,TOLUENE,-0.452679,0.65078,0.685672,0,STABLE,10,5.0,
נד_אגד_אזור_3,TURBIDITY NTU,-2.52467,0.0115805,0.991812,0,DECREASING,10,5.0,
נד_אגד_אזור_3,XYLENE,-0.628619,0.529599,0.376815,0,STABLE,10,5.0,
נד_אגד_אזור_4, MTBE,-1.04828,0.294507,0.717232,0,STABLE,9,5.0,
נד_אגד_אזור_4,BENZENE,0.0,1.0,0.875014,0,STABLE,9,5.0,
נד_אגד_אזור_4,DISSOLVED OXYGEN AS O2,-1.64089,0.10082,0.975503,0,STABLE,10,5.0,
נד_אגד_אזור_4,ETHYL BENZENE,0.209657,0.833935,0.7924,0,STABLE,9,5.0,
נד_אגד_אזור_4,FIELD ELECTRICAL CONDUCTIVITY,-1.62301,0.104588,0.879659,0,STABLE,10,5.0,
נד_אגד_אזור_4,PH MEASURED  IN FIELD,1.44267,0.149113,0.893097,0,STABLE,10,5.0,
נד_אגד_אזור_4,REDOX,-0.360668,0.718348,0.907563,0,STABLE,10,5.0,
נד_אגד_אזור_4,TEMPERATURE CENTIGRADE,-0.212798,0.831484,0.467016,0,STABLE,9,5.0,
נד_אגד_אזור_4,TOLUENE,0.628971,0.529368,0.935236,0,STABLE,9,5.0,
נד_אגד_אזור_4,TURBIDITY NTU,1.98367,0.0472923,0.712651,0,INCREASING,10,5.0,
נד_אגד_אזור_4,XYLENE,0.0,1.0,0.686878,0,STABLE,9,5.0,
נד_אגד_אזור_5, MTBE,-2.49351,0.0126485,0.89323,0,DECREASING,8,5.0,
נד_אגד_אזור_5,BENZENE,-2.49351,0.0126485,0.844726,0,DECREASING,8,5.0,
נד_אגד_אזור_5,DISSOLVED OXYGEN AS O2,-0.249351,0.803089,0.681865,0,STABLE,8,5.0,
נד_אגד_אזור_5,ETHYL BENZENE,-1.13091,0.258095,0.714495,0,STABLE,8,5.0,
נד_אגד_אזור_5,FIELD ELECTRICAL CONDUCTIVITY,-0.419314,0.674987,0.965223,0,STABLE,9,5.0,
נד_אגד_אזור_5,PH MEASURED  IN FIELD,1.58114,0.113846,1.15694,0,STABLE,9,5.0,
נד_אגד_אזור_5,REDOX,3.05687,0.00223662,1.59415,0,INCREASING,9,5.0,
נד_אגד_אזור_5,TEMPERATURE CENTIGRADE,-1.24676,0.212486,0.134902,0,NONE,8,5.0,
נד_אגד_אזור_5,TOLUENE,-0.879593,0.37908,0.683204,0,STABLE,8,5.0,
נד_אגד_אזור_5,TURBIDITY NTU,0.105409,0.916051,0.55851,0,STABLE,9,5.0,
נד_אגד_אזור_5,XYLENE,-0.748054,0.454427,0.709863,0,STABLE,8,5.0,
נד_אגד_אזור_6, MTBE,2.30623,0.021098,1.05849,0,INCREASING,9,5.0,
נד_אגד_אזור_6,BENZENE,0.546963,0.584404,0.370977,0,STABLE,10,5.0,
נד_אגד_אזור_6,DISSOLVED OXYGEN AS O2,-1.26234,0.206827,0.806829,0,STABLE,10,5.0,
נד_אגד_אזור_6,ETHYL BENZENE,-0.364642,0.715378,0.831573,0,STABLE,10,5.0,
נד_אגד_אזור_6,FIELD ELECTRICAL CONDUCTIVITY,0.721336,0.470703,0.721133,0,STABLE,10,5.0,
נד_אגד_אזור_6,PH MEASURED  IN FIELD,1.62301,0.104588,0.787709,0,STABLE,10,5.0,
נד_אגד_אזור_6,REDOX,0.360668,0.718348,0.505026,0,STABLE,10,5.0,
נד_אגד_אזור_6,TEMPERATURE CENTIGRADE,0.307389,0.758547,0.31348,0,STABLE,7,5.0,
נד_אגד_אזור_6,TOLUENE,-0.105409,0.916051,0.607487,0,STABLE,9,5.0,
נד_אגד_אזור_6,TURBIDITY NTU,2.52467,0.0115805,0.937212,0,INCREASING,10,5.0,
נד_אגד_אזור_6,XYLENE,-0.449013,0.653422,0.405803,0,STABLE,10,5.0,
נד_אגד_אזור_7, MTBE,-2.72554,0.00641963,1.82093,0,DECREASING,9,5.0,
נד_אגד_אזור_7,BENZENE,-1.67726,0.0934925,1.43721,0,DECREASING,9,5.0,
נד_אגד_אזור_7,DISSOLVED OXYGEN AS O2,-0.948683,0.342782,1.1589,0,STABLE,9,5.0,
נד_אגד_אזור_7,ETHYL BENZENE,-2.24416,0.0248219,1.20634,0,DECREASING,8,5.0,
נד_אגד_אזור_7,FIELD ELECTRICAL CONDUCTIVITY,-0.360668,0.718348,0.371048,0,STABLE,10,5.0,
נד_אגד_אזור_7,PH MEASURED  IN FIELD,1.98367,0.0472923,0.878234,0,INCREASING,10,5.0,
נד_אגד_אזור_7,REDOX,0.0,1.0,0.166593,0,NONE,10,5.0,
נד_אגד_אזור_7,TEMPERATURE CENTIGRADE,0.0,1.0,0.704293,0,STABLE,9,5.0,
נד_אגד_אזור_7,TOLUENE,-1.04828,0.294507,0.822349,0,STABLE,9,5.0,
נד_אגד_אזור_7,TURBIDITY NTU,2.16401,0.0304638,0.954282,0,INCREASING,10,5.0,
נד_אגד_אזור_7,XYLENE,-1.06399,0.287333,0.768556,0,STABLE,9,5.0,
נד_אגד_אזור_8, MTBE,-0.901127,0.367521,0.107314,0,NONE,7,5.0,
נד_אגד_אזור_8,BENZENE,-0.300376,0.763891,0.0598034,0,NONE,7,5.0,
נד_אגד_אזור_8,DISSOLVED OXYGEN AS O2,-0.997406,0.318567,0.253847,0,NONE,8,5.0,
נד_אגד_אזור_8,ETHYL BENZENE,-0.249351,0.803089,0.231568,0,NONE,8,5.0,
נד_אגד_אזור_8,FIELD ELECTRICAL CONDUCTIVITY,-1.74546,0.0809048,0.416989,0,STABLE,8,5.0,
נד_אגד_אזור_8,PH MEASURED  IN FIELD,1.85577,0.0634865,1.18226,0,INCREASING,8,5.0,
נד_אגד_אזור_8,REDOX,0.249351,0.803089,0.162337,0,NONE,8,5.0,
נד_אגד_אזור_8,TEMPERATURE CENTIGRADE,-0.748054,0.454427,0.613834,0,STABLE,8,5.0,
נד_אגד_אזור_8,TOLUENE,-0.748054,0.454427,0.0393406,0,NONE,8,5.0,
נד_אגד_אזור_8,TURBIDITY NTU,-1.24676,0.212486,0.650908,0,STABLE,8,5.0,
נד_אגד_אזור_8,XYLENE,-0.61859,0.536187,0.262003,0,NONE,8,5.0,
נד_אגד_אזור_9, MTBE,-2.35064,0.0187411,1.28587,0,DECREASING,8,5.0,
נד_אגד_אזור_9,BENZENE,-1.74546,0.0809048,0.871648,0,STABLE,8,5.0,
נד_אגד_אזור_9,DISSOLVED OXYGEN AS O2,-0.419314,0.674987,0.244632,0,NONE,9,5.0,
נד_אגד_אזור_9,ETHYL BENZENE,-2.21359,0.0268567,1.18791,0,DECREASING,9,5.0,
נד_אגד_אזור_9,FIELD ELECTRICAL CONDUCTIVITY,-1.67726,0.0934925,1.5499,0,DECREASING,9,5.0,
